I [../src/deptran/s_main.cc:136] 2023-07-20 15:53:05.819 | PWD : 
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.987 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.988 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.989 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.986 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.989 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.990 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.990 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.990 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.991 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.988 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.990 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.991 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.992 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.994 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.995 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.996 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.998 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.998 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.998 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.998 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.999 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.999 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.999 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.993 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.997 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.999 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.000 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.002 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.002 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.002 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.004 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.998 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.005 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.005 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.006 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.006 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.006 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.006 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.001 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.007 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.004 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:09.003 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.010 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.010 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.010 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.011 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.008 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.010 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.012 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.012 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.009 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.013 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.013 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.011 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.014 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.012 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.015 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.015 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.015 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.015 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.013 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.016 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.017 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.017 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.017 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.017 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.019 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.018 | 1) the client proc id is: 2204130



I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.020 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.020 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.014 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.020 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.020 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.021 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.021 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.021 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.021 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.022 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.022 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.019 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.022 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.021 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.022 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.022 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.024 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.024 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.024 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.024 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.024 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.025 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.025 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.026 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.026 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.026 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.026 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.026 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.023 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.027 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.031 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.029 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.031 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.028 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.032 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.029 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.032 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.032 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.030 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.032 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.031 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.034 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.035 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.033 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.035 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.037 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.038 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.038 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.038 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.038 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.037 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.036 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.035 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.040 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.041 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.041 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.042 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.042 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.042 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.042 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.039 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.041 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.041 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130


I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.041 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.043 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.044 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.044 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.045 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.046 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.046 | 1) the client proc id is: 2204130

I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.046 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.044 | 1) the client proc id is: 2204130I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.046 | 1) the client proc id is: 2204130
I [../src/deptran/client_worker.cc:232] 2023-07-20 15:53:10.047 | 1) the client proc id is: 2204130
